text,labels,translated
"There are still spots available for ""Happiest Baby on the Block"" this Sunday! http://t.co/wMu6BVyz",positive,"በዚህ እሁድ እሁድ ""በብሎው ላይ ደስተኛ ሕፃን"" አሁንም ይገኛሉ!http://t.co/wmu6Bavyz"
Lil Mouse and the buffoons that support his foolishness set the black race back 400 years... Dr. King didn't march for that foolishness...,negative,የእሱ ሞኝነትን የሚደግፉ አይጤ እና እርሾዎች ጥቁር ውድድር ከ 400 ዓመታት በኋላ ጥቁሩ ውድድር ያዘጋጁ ... ዶክተር ንጉስ ለዚያ ሞኝነት አይደለም ...
"Pictures of the day: 18 October 2012: A playful Amazon river dolphin, Usain Bolt's shoes and Mick Jagger. http://t.co/3n3hn7l8 #photography",neutral,የቀኑ ሥዕሎች: - 18 ጥቅምት 2012 -7 እ.ኤ.አ. እ.ኤ.አ.http://t.co/3n3n3n7 #fhogry
"hey @kcrw members, did you miss your shot at Leonard Cohen tix this morning on @mbeKCRW? @anne_litt will have more for you on Sunday!",positive,"ሄይ @kcrw አባላት, በ @bmbekcrw ላይ በሊዮናርድ ኮሄ ውስጥ ጥይትዎን ያጣሉ?@anne_litt እሁድ እሁድ የበለጠ ለእርስዎ የበለጠ ይኖራቸዋል!"
So NTA covered live the return of the 1st Lady.,neutral,ስለዚህ የ 1 ኛ እመቤት መመለስን የ NTA ሽፋን.
So Dublin won the All Ireland yesterday.. #notreally #getfucked #gaa,positive,ስለዚህ ዱብሊን ሁሉንም አየርላንድ አሸነፈ ትናንት ነው.
"Follow @missbethanyj because she's my sister & I love her sooooooo much! & she's SAVED! Sanctified, water baptized & Holy Ghost filled!!",positive,"የእህቴ እህት ስለነበረ @ Misebethanyj ይከተሉ ነበር!እና እሷ ትድናለች!የተቀደሱ, ውሃ የተጠመቀ እና ቅዱስ ሙላትን ሞላው !!"
@FSU_Football predicted right now to be in the Orange Bowl playing Rutgers on Jan. 1,neutral,@FSU_Football ቀድሞውኑ በብርቱካን ሳህኑ ውስጥ በጃንዋሪ 1 ላይ በመጫወት ላይ መኖራቸውን ተንብዮአል
Russia denies deal with Iran over military cooperation in meeting on Wednesday   - Breaking News Buzz http://t.co/BXRFl80F,negative,ሩሲያ ረቡዕ ላይ በሚገናኝበት የወታደራዊ ትብብር ጋር ትብዛለች - ሰበር ዜና Buzz hopp http://t.co/bxrfl80f
son if deandre learned anything more than dunking.he could be the 3rd best center in the league. brook lopez's rebound numbers hold him back,positive,ልጅ ከደቀለ በላይ የሆነ ነገር ከተማረ ከ Dungie ውስጥ የ 3 ኛ ምርጥ ማዕከል ሊሆን ይችላል.ብሩክ ሎፔዝ መልሶ ማቋቋም ቁጥሮች ተመልሰዋል
"why do Hong Kong people like to have their air cons on SUPERCOLD!?!?! man, i need some socks or something!!!!",negative,"ሆንግ ኮንግ ሰዎች አየር እንዲዋጉ የሚያደርጉት ለምንድን ነው?ሰው, አንዳንድ ካልሲዎች ወይም የሆነ ነገር እፈልጋለሁ !!!!"
"@Dammit_Ben he doesn't deserve the death penalty a la todd bertuzzi, but I think 3-5 games is fair, if not whole 1st rd.",negative,"@Damammit_Ben እሱ የሟች ቅጣት የለበትም ላ ቶድ ቤቱዚዛ የማይገባ አይደለም, ነገር ግን እኔ እንደማስበው ከ1-5 ጨዋታዎች ሁሉ 1 ኛ አር.ዲ."
@MeeshyHope aha yea it still closed and the truck is still filling... Im in my moms car because were leaving for DC tomorrow and we need gas,neutral,@Melyhysope aha አዎን አሁንም ተዘግቷል እናም የጭነት መኪናው አሁንም እየሞከረ ነው ... እኔ በእናቴ መኪናዬ ውስጥ ለዲሲ ነው ምክንያቱም ነገ ለዲሲ እናስፈለጋለን
We can't possibly say enough good things about both March Fourth Marching Band and Moon Hooch linking up for... http://t.co/PoyJ2HMD,positive,ስለ ማርች አራተኛ መጋገሪያ ባንድ እና ከጨረቃ ሁከት ጋር በማያያዝ ላይ በቂ ጥሩ ነገሮችን ማለት አንችልም ... http://t.co/poyj2hmd
"If I'm a CiCi's buffet, these mosquitoes are going in on me like obese Catholics on the last Friday of Lent.",neutral,እኔ የ CICI የ Buffet ከሆንኩ እነዚህ ትንኞች ባለፈው አርብ ውስጥ ባለፈው አርብ ላይ እንደታሰሙት ካቶሊኮች የመሳሰሉ ካቶሊኮችን ይወዳሉ.
"If the world ends in December, I'mma find Justin Beiber and castrate him before I die.",negative,ዓለም በታህሳስ ወር ቢበቃም ኢሜማ ጀስቲን ቤይበርን አገኘሁ እና ከመሞቴ በፊት እሱን አውጥቷት.
@jazzpastord back to AZ? Won't see you Sunday then?,neutral,@jazzashrord ወደ AZ ተመለሰ?እሑድ እሁድ አያያችሁም?
day off yesterday wheww may time din at napanood ang Unofficially Yours at segunda mano.,neutral,"ትናንት ትናንት ጩኸት, እንዲሁም ጊዜያዊ እና ያልተለመደ የራስዎ እና የ Sigwunda ማዮ"
"@CXClausen If you can wait until tomorrow, Cowboys and Aliens comes out.",neutral,@Cxclusus እስከ ነገ ላይ መጠበቅ ከቻሉ ካዎዎች እና የውጭ ዜጎች ይወጣሉ.
| http://t.co/exwAZ55M | Premier League Team of the Week: Van Persie makes cut for 10th time this season as Szcze... http://t.co/9tE2M0YR,neutral,|http://t.co/ exexwaz55M |የሳምንቱ የፕሪሚየር ሊግ ቡድን ይህ ወቅት እንደ SZECCZ በ 10 ኛ ጊዜ የ 10 ኛ ሰዓት ያህል ይቆርጣል ... hzcczz
All black tonight . 1st Carroll &amp; Richwood game ...,neutral,"ዛሬ ማታ ሁሉም ጥቁር.1 ኛ ካሮል እና አዶ,የበለሳን ጨዋታ ..."
@caplannfl - Another example of a good college player who had a great week at Senior Bowl to ease concerns about toughs &amp; get into 1st round,positive,"@caplannnfl - ስለ ዱባዎች እና አዶዎች የሚያሳስበውን ጭንቀት ለማስታገስ ጥሩ የኮሌጅ ተጫዋች ሌላው አንድ ሌላ ምሳሌ,ወደ 1 ኛ ዙር ይግቡ"
"@FuckAria I can wear a Black Dahlia Murder shirt one day, and a sun dress the next xD",positive,"@Fuuckaria አንድ ቀን አንድ ጥቁር የዳሂል ወጋሪ ሸሚዝን አንድ ቀን መልበስ እችላለሁ, እና የሚቀጥለውን XD"
@WoodysGamertag Your mail monday with Fps Russia was such a tease lol,negative,@Wodysgretage ደብዳቤዎ ከ FPS ሩሲያ ጋር ወደ ሰኞ ሩሲያ እንደዚህ ዓይነት ሻይ አል
"On Sunday please watch Sarah G Live, one of Myrtle`s dream will come true - together with Melai, Myrtle will having a song number with sarah",positive,"እሑድ ላይ እባክዎን የሳራ ጋን ይመልከቱ, አንዱ ከ mytle's ህልም ጋር ይነጋገራሉ"
Please may someone get me Snow White and the Huntsman when it comes out on Monday?,neutral,እባክዎን አንድ ሰው ሰኞ ሰኞ ሲወጣ የበረዶ ነጭ እና ሃይድማን ሰው ሊያገኝኝ ይችላል?
How is it the dirt poor kids in 3rd world countries manage to get money to go to a show but kids in the Valley can't?,negative,በ 3 ኛ የዓለም ሀገሮች ውስጥ ያሉ ደካማ ልጆች እንዴት ይካሄዳሉ?
RT @discojr: All Roads LEAD to Santa Fe TONiGHT 1st Saturday Jamaican Independence Day... Disco JR live on the 1s & 2s,neutral,RT @Discojr: ሁሉም መንገዶች ለሳንታ ፋይ ወደ ሳንታ ፋይንያ በ 1 ኛ ቀን ቅዳሜ ጃማይካ ነጻነት ቀን ... disco j are በቀጥታ በ 1 ዎቹ እና 2 ዎቹ ውስጥ
@Espngreeny U guys talk about Eli in the 4th qt Big Ben isn't to shabby either and steelers fans aren't complaining trust me,positive,@Spnspreeney us ሰዎች ስለ Eli ሊ በ 4 ኛው QT ቢት ቤን ውስጥ ስለ eli አይም else and and ቶችም ሆነ የሆድ አድናቂዎች እያቀማረሱኝ አይደለም
"Mama Jan hes been there since Common Denominator, she can't leave. A little peiece of Kidrauhl will be gone &lt;/3",negative,"እማዬ ጃን ድምፃችን ከተለመደው ግምት ውስጥ ነበር, ትተውት መሄድ አትችልም.አንድ ትንሽ የ Kindrauhll ይጠፋል & lt; / 3"
@jcastilloj One Direction is going to be here on November 9.. Los Angeles won Bring 1D to US and Ellen giving tickets but you have to apply,neutral,@jaiscipilloj አንደኛው አቅጣጫ እዚህ ይገኛል.
RT@angelpike: Call the hospital in Iqaluit &amp; press 2 for English. Every Cdn should experience hearing an aboriginal language as 1st choice,neutral,@ @ El alppike: በ IUQ Kuyie እና AMP ውስጥ ወደ ሆስፒታል ይደውሉ.ለእንግሊዝኛ 2 ተጫን.እያንዳንዱ ሲዲን የአቦርጂናል ቋንቋን እንደ 1 ኛ ምርጫ መስማት አለበት
"@dannychoo When Douglas Adams wrote Restaurant At The End Of The Universe, he may have had Japan in mind. #HHGTTG",neutral,@dangychoododododes በአጽናፈ ዓለም መጨረሻ ላይ ምግብ ቤት ሲጽፉ ጃፓን በአእምሮው ውስጥ ሊኖረው ይችላል.#Hhgttgg
Act of Valor may have just become one of the best movies I've ever seen,positive,የቢንታሮት ተግባር ካየኋቸው ምርጥ ፊልሞች ውስጥ አንዱ ሊሆን ይችላል
Can't wait to see @CherLloyd at the House of Blues September 18th! #Stoked,positive,@Chloldd ን በብሉዝ መስከረም 18 ቀን ላይ ለማየት መጠበቅ አልተቻለም!# ተቆል ated ል
Spending Friday night with my main man Charles Dickens.,neutral,አርብ ማታ ማታ ከሜዳዬ ቻርለስ ዲክስ ጋር
@om_nom_nomigon pondering what todo with this 512mb Raspberry Pi sat on my desk! got the other two doing radio tasks!,neutral,@om_nom_nomigno በዚህ 512 ሜባ ራስተርስ Pi ጠረጴዛዎቼን ተቀመጠ!ሌሎቹ ሁለቱ ሁለት የሬዲዮ ተግባሮችን አግኝተዋል!
"Ugh, the Cotton Bowl last Sat was almost better than today. Almost. (@ Hewlett Packard (TXN04)) http://t.co/UVbR5CuF",positive,"ኡሽ, የጥጥ ጎድጓዳ ሳህን የመጨረሻው SAT ከዛሬ የተሻለ ነበር.ማለት ይቻላል(@ Hewlett TARD (TXN04)) http://t.co/uuvbrbbrass"
"Ghetto at the Center of the World: Chungking Mansions, Hong Kong http://t.co/QG3gTjaL",neutral,"Ghetto በዓለም መሃል ላይ: - ጫካ ያሉ ማደንዘዣዎች, ሆንግ ኮንግ http://t.co/qg3gtal"
"on Thursday, as Britney Spears, Jennifer Hudson, Halle Berry and others paid tribute to the singer at the Nokia Theatre in Los Angeles.",neutral,"ሐሙስ, እንደ ብሪኒያ ሁድ, ጄኒፈር ሁድሰን, ሃሌ ቤሪ እና ሌሎች ደግሞ በሎስ አንጀለስ ውስጥ በኖኪያ ቲያትር ውስጥ ለዘፋኙ."
@knightrider233 Hahahahahaha! We need to start a @JonathanRKnight stiffy collection! http://tweetphoto.com/12622317,positive,@ knylayRider233 ሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃሃ.የ @jonathankingbrarking Strindy ስብስብ መጀመር አለብን!http://tweeetpoo.com/12622317
"interview w Arnie on dinner in Mexico with Wilt Chamberlain and Andre the Giant-mighty collection of fools, but admit you'd love to the 4th!",positive,"በሜክሲኮ እራት ላይ ቃለ ምልልስ በሜክሲኮ ውስጥ ቼምበርላን እና አንድ ግዙፍ-ኃያል የሟቾች ስብስብ, ነገር ግን ለ 4 ኛ ፍቅርን አምነዋል!"
I'm excited for TRUNK OR TREAT tomorrow (Nov 2) night at the Boys and Girls Club in Pottstown. It will start at... http://t.co/V8KXp495,positive,በሸክላ ከተማ ውስጥ ወንዶች እና የሴቶች ክበብ ውስጥ ነገ (ኖት 2) ሌሊት ውስጥ ለግንድ ወይም ለየት ያሉ ምሽት በጣም ደስ ይለኛል.እሱ ይጀምራል ... http://t.co/v8KXP495
@dhonts7: Great to be 1st game on a Sunday..I get to watch my fave show on tv..Sarah G live Magical Night with Sarah G.,positive,@ Dohes7: - እሁድ እሁድ 1 ኛ ጨዋታ ለመሆን ጥሩ ነው.
"If you google ""fresh prince costume"" I'm the 3rd picture!",neutral,"ከ Google ""ትኩስ አለቃ ልብስ"" ከሆንክ የ 3 ኛው ሥዕል ነኝ!"
Having to read Charles Dickens for homework may be the greatest thing ever,positive,ለቤት ስራ ቻርለስ ዲክሶችን ለማንበብ የሚያስችል ትልቁ ነገር ሊሆን ይችላል
"PEREIRA, COLOMBIA - AUGUST 06:  Players of Nigeria walk down the tunnel during the Group D match bet: PEREIRA, C... http://bit.ly/ppNV7J",neutral,"Pereiira, ኮሎምቢያ - ነሐሴ 06 የናይጄሪያ ተጫዋቾች በቡድኑ ዲ ግጥሚያ ውጫዊ ክፍል ውስጥ ዋሻውን ወደታች ይራመዱ. Http.it.ly/ppnv7J"
The wisdom of not running phony Republicans tonight is this: All six Dems are now winners. All six Repubs are losers-to-be. #WIrecall #p2,negative,ዛሬ ማታ ፊኒ ሪ Republic ብሊኮች የማካሄድ ጥበብ ጥበብ ይህ ነው-ሁሉም ስድስት ዎስ አሸናፊዎች ናቸው.ሁሉም ስድስት ሪበሮች ከሳሪዎች ጋር መሆን አለባቸው.#Wirecall # P2
Belated post: I actually really liked the Steelers' 1934 throwback uniforms from Sunday's game against WSH. People just hatin'. :P #FB,positive,የተበላሸ ልኡክ ጽሁፍ: - እኔ በእርግጥ እሑድ ጨዋታ የ 1934 የደንብ ልብስ የደንብ ልብስ ከ WSH ላይ ነው.ሰዎች ብቻ ናቸው '.: P #FB
@starky88 @nfl_uk Was in on sat and they only had the Ray Lewis home jersey.  They didn't have a lot either.,negative,@ Starky88 @ @ @ @ @ @ufl_uk ላይ ነበር እና እነሱ ሬይ ሉዊስ ቤትን ጀርሲ ብቻ ነበሩ.ብዙ አልነበሩም.
"MISS! Robbie Keane gets on the end of a David Beckham cross from the right, but his header is just over in the 19th minute.",neutral,"ናፍቆኛል!ሮቢ ኬኔ በአንድ ዴቪድ ቤክሃም መጨረሻ ላይ ከቀኝ በኩል, ግን የእርሱ ጭንቅላቱ በ 19 ኛው ደቂቃ ነው."
"I never watch the Oscars, but with Seth MacFarlane hosting, I may have to actively campaign to get other people to not watch them either.",negative,"ኦሲካዎችን በጭራሽ አይመለከትም, ነገር ግን ከሴት ማክፋሪያሌሌን ማስተናገድ, ሌሎች ሰዎችንም እንኳ እንዳይታዩ ለማሳወቅ ዘመቻለሁ."
[Alabama Live] LSU's Les Miles discusses Saturday's showdown with Alabama (video) http://t.co/aEQP2kir #LSU,neutral,[አላባማ የሚኖር ሕይወት] የ LSU LES ማይሎች ከ KBAMA (ቪዲዮ) ጋር htbafa (ቪዲዮ) http://t.co/aeqp2kir #kru
Chris Jericho Talks Ryback Winning the Title on Sunday &amp; Says Punk Has Reached His Limit http://t.co/Uo1xL7uD,neutral,"ክሪስ ኢያሪኮ እሑድ እና አቧራ ርዕሱን ሲያሸንፍ,ሾንክ ገደቡን ደርሷል http://t.co/uuo1xx7ud7u"
"#Hawks fam, twitpic your Halloween costume to win a pair of tickets to see the Hawks defeat the Rockets this Friday @ATolliver44",positive,"""@ Aotterviver44 ሮኬቶችን የሚያሸንፉትን ሮኬቶች ሲያሸንፉ"" @ Aotterviver64"
"Third and final fantasy draft tonight, this time with my cousins. My keeper pick? Tony Romo with a 10th rounder. Boo yeah.",positive,"ሦስተኛ እና የመጨረሻ ቅ asy ት ረዘም ያለ ረቂቅ, በዚህ ጊዜ ከአጎቶቼ ጋር.የእኔ ጠባቂ ምርጫ?ቶኒ ሮም ከ 10 ኛው ዙር ጋር.Boosy አዎ."
Drake didn't drop any new shit in October. @JaimeeHendrix cried this morning when he realized,negative,ድራክ በጥቅምት ወር አዲስ ሹት አልቆመም.@Jaimehenderrixri ሲገነዘብ አለቀሰ
Amazing work Directioners! Little Things was Number 1 on the @Hot30Countdown tonight! Can we do it again tomorrow? #challengeaccepted,positive,አስገራሚ የሥራ ተወካዮች!ትናንሽ ነገሮች በ @ HOID MASTONDSONDUDDANDEDDINDENDINDERDE ውስጥ ቁጥር 1 ነበሩ!ነገ እንደገና ማድረግ እንችላለን?#ፍልሚያውን ተቀብያለሁ
MBB: Murray State just outside Top 25 (29th) in Preseason USA Today Coaches Poll: http://t.co/y0Of9pND #OVC,neutral,MBB: - ከ 25 ቱ ፕሪፕናል አሜሪካ ውስጥ ዛሬ ከ 25 (29 ኛው) ውጭ ዛሬ አመልካቾች የሕዝብ አስተያየት. Http://t.co/y0fd
I go on channel 7 to see what the weather is gonna be like tomorrow and   Taylor Swift singing.. #EEWWW #GETOFFMYTV,negative,አየሩ እንደ ነገ እና ቴይለር ፈጣኖች ምን እንደሚመስሉ ለማየት ወደ ሰርጥ 7 እሄዳለሁ.
